"Station_ID","YEARMODA","Year","Month","Day","Tmin","Tmean","Tmax","Rainfall"
"03490",19800206,1980,2,6,6.5,7.6,10.8,0.8
"03490",19800207,1980,2,7,3.5,7.4,11,0
"03490",19800208,1980,2,8,3.6,9.8,11.5,0
"03490",19800209,1980,2,9,3,8.3,14.5,0
"03490",19800210,1980,2,10,3.3,9.4,11.4,0
"03490",19800211,1980,2,11,4.7,6,8.2,2.1
"03490",19800212,1980,2,12,3.8,6.9,8.8,1.4
"03490",19800213,1980,2,13,4.9,5.2,7.2,0
"03490",19800214,1980,2,14,-1,3.7,5.8,0
"03490",19800215,1980,2,15,0.8,6.2,9.1,3
"03490",19800216,1980,2,16,5.2,7.5,10.4,1
"03490",19800217,1980,2,17,5.6,6,7.8,0
"03490",19800218,1980,2,18,-0.3,2.7,8.4,0
"03490",19800219,1980,2,19,-3,2.8,7.2,0
"03490",19800220,1980,2,20,-2.7,3.9,8.2,0
"03490",19800221,1980,2,21,-3.5,1.6,10.2,0
"03490",19800222,1980,2,22,-3.3,2.2,11.2,0.2
"03490",19800223,1980,2,23,-2.1,3.6,6.6,0.3
"03490",19800224,1980,2,24,-2,4.4,12.8,0
"03490",19800225,1980,2,25,-2,5.2,12.3,0
"03490",19800226,1980,2,26,1.7,5.6,11.3,0
"03490",19800227,1980,2,27,0.3,0.5,4,0
"03490",19800228,1980,2,28,0.1,2.2,3.4,1
"03490",19800229,1980,2,29,2.1,6,7.2,0
"03490",19800301,1980,3,1,6.1,6.6,7.9,0
"03490",19800302,1980,3,2,0.5,4.8,7.8,0
"03490",19800303,1980,3,3,0,2.2,5.1,1.5
"03490",19800304,1980,3,4,1.4,3.5,4.5,0.3
"03490",19800305,1980,3,5,-0.3,3.3,9.4,0
"03490",19800306,1980,3,6,-1.8,7,9.4,2.3
"03490",19800307,1980,3,7,6.8,8,10.8,0
"03490",19800308,1980,3,8,3.3,6.2,9.6,0
"03490",19800309,1980,3,9,2.2,5.9,10.2,0.3
"03490",19800310,1980,3,10,3.9,7.4,10.8,2.2
"03490",19800311,1980,3,11,5,6.2,9.5,0
"03490",19800312,1980,3,12,1.4,6.6,9.1,1
"03490",19800313,1980,3,13,5.8,6.9,8.6,0.5
"03490",19800314,1980,3,14,3.8,6.1,11.4,0
"03490",19800315,1980,3,15,1.2,4.1,5,0
"03490",19800316,1980,3,16,3.4,4.9,6.2,0
"03490",19800317,1980,3,17,4.2,6.4,8.6,0
"03490",19800318,1980,3,18,4.1,8.4,12.5,0
"03490",19800319,1980,3,19,1,3.9,8,0
"03490",19800320,1980,3,20,0,2.2,5.1,0
"03490",19800321,1980,3,21,-0.6,2.2,3.8,1.5
"03490",19800322,1980,3,22,2,3.5,4.5,0.2
"03490",19800323,1980,3,23,3.2,5.6,11.2,0
"03490",19800324,1980,3,24,-0.8,5.9,12.3,0
"03490",19800325,1980,3,25,-0.8,8,16,0
"03490",19800326,1980,3,26,4.2,6.8,12,2
"03490",19800327,1980,3,27,4,12.9,17,0.2
"03490",19800328,1980,3,28,12.3,13.9,17.8,0.5
"03490",19800329,1980,3,29,7.1,8.5,12.3,3.1
"03490",19800330,1980,3,30,5.3,7.1,10.6,0
"03490",19800331,1980,3,31,1.8,7.2,12,12.3
"03490",19800401,1980,4,1,7.7,12.2,15.7,1.5
"03490",19800402,1980,4,2,6.2,6.8,12,3.6
"03490",19800403,1980,4,3,3.6,5.6,8.4,1.6
"03490",19800404,1980,4,4,2.3,4.5,7,1
"03490",19800405,1980,4,5,2.4,4.2,8.8,0
"03490",19800406,1980,4,6,0.3,5.2,12.5,0
"03490",19800407,1980,4,7,-0.2,7.3,13.4,1.5
"03490",19800408,1980,4,8,3.2,5,8.2,4.2
"03490",19800409,1980,4,9,3.1,4.8,8,3.4
"03490",19800410,1980,4,10,3.5,6,8.2,3.2
"03490",19800411,1980,4,11,4.2,7.6,11,0
"03490",19800412,1980,4,12,-0.5,7.8,16.3,0
"03490",19800413,1980,4,13,1.7,9.7,19.6,0
"03490",19800414,1980,4,14,1.8,11.8,21.8,0
"03490",19800415,1980,4,15,4.6,13.8,22.8,0
"03490",19800416,1980,4,16,6.3,15,23.2,0
"03490",19800417,1980,4,17,6.6,13.8,22.2,0
"03490",19800418,1980,4,18,7,9,14,0
"03490",19800419,1980,4,19,5.5,7.6,10.8,3.9
"03490",19800420,1980,4,20,1.7,5.7,8.8,4.2
"03490",19800421,1980,4,21,2.6,6.1,10.3,10.8
"03490",19800422,1980,4,22,3.7,6.2,7.9,0
"03490",19800423,1980,4,23,2,7.2,10.6,0
"03490",19800424,1980,4,24,4.8,7.2,10.5,6.3
"03490",19800425,1980,4,25,2.1,4.6,7.8,5.7
"03490",19800426,1980,4,26,5.3,6,7.2,3.7
"03490",19800427,1980,4,27,2.3,8.5,12.2,2
"03490",19800428,1980,4,28,3.5,6.6,11.4,0
"03490",19800429,1980,4,29,5.7,7.9,10.7,0
"03490",19800430,1980,4,30,3.6,11,18.5,0
"03490",19800501,1980,5,1,3.8,13.2,20.4,0
"03490",19800502,1980,5,2,5.1,11.3,17,2.5
"03490",19800503,1980,5,3,5.2,7.7,11.2,19.8
"03490",19800504,1980,5,4,4.5,7.9,13.5,0
"03490",19800505,1980,5,5,-0.6,7.1,14.2,0
"03490",19800506,1980,5,6,1,11.4,17.1,1
"03490",19800507,1980,5,7,6.5,11.8,17.5,0
"03490",19800508,1980,5,8,5.4,8.4,11,3.3
"03490",19800509,1980,5,9,5.7,8.3,14.2,0
"03490",19800510,1980,5,10,1.3,11.1,19.4,0
"03490",19800511,1980,5,11,1.4,13.8,22.6,0
"03490",19800512,1980,5,12,5,16.9,23.2,0
"03490",19800513,1980,5,13,7,17,23.4,0
"03490",19800514,1980,5,14,3.3,13.6,20.8,0
"03490",19800515,1980,5,15,1.7,11.1,18.4,0
"03490",19800516,1980,5,16,2.4,10.6,18.2,0
"03490",19800517,1980,5,17,3.7,13.7,20,0
"03490",19800518,1980,5,18,10,16.1,22.8,0
"03490",19800519,1980,5,19,7.7,15.7,24.2,0
"03490",19800520,1980,5,20,8.8,15.1,22,0
"03490",19800521,1980,5,21,10,16,23.3,0
"03490",19800522,1980,5,22,8.2,13.5,19.4,0
"03490",19800523,1980,5,23,1.3,12.3,17.2,2
"03490",19800524,1980,5,24,9.3,12.5,15.2,0.2
"03490",19800525,1980,5,25,9.1,11,13.5,0.4
"03490",19800526,1980,5,26,4.8,14.6,20.6,0
"03490",19800527,1980,5,27,9.3,16,23,2.5
"03490",19800528,1980,5,28,9.6,15.3,19.8,0
"03490",19800529,1980,5,29,10.6,14.2,19.6,2.5
"03490",19800530,1980,5,30,10,11,15.2,0.3
"03490",19800531,1980,5,31,3.6,10.9,17.7,5.4
"03490",19800601,1980,6,1,9,12.3,13.5,0.8
"03490",19800602,1980,6,2,7.7,14,19.1,0
"03490",19800603,1980,6,3,11.1,15.6,17.2,1.7
"03490",19800604,1980,6,4,15.1,18.7,23.3,0
"03490",19800605,1980,6,5,11.8,19.7,26.4,0
"03490",19800606,1980,6,6,13.2,20.9,27.7,1.1
"03490",19800607,1980,6,7,13.3,15.1,20.2,1
"03490",19800608,1980,6,8,8.8,15.8,21.8,0
"03490",19800609,1980,6,9,12,17.2,22.6,0
"03490",19800610,1980,6,10,15.2,15.9,17.8,11.2
"03490",19800611,1980,6,11,14,19.4,21.6,0
"03490",19800612,1980,6,12,9.2,20,25.6,0
"03490",19800613,1980,6,13,15.4,22.3,28.7,0
"03490",19800614,1980,6,14,17.6,21.1,29.8,10.5
"03490",19800615,1980,6,15,14,16,23.2,0
"03490",19800616,1980,6,16,12.7,17.2,19.7,1.2
"03490",19800617,1980,6,17,12.6,14.8,18.8,4.6
"03490",19800618,1980,6,18,9.8,14.3,18,1.4
"03490",19800619,1980,6,19,10.6,15,20.4,0.2
"03490",19800620,1980,6,20,11.7,13.4,17.5,0
"03490",19800621,1980,6,21,10.9,14.2,17.7,1.1
"03490",19800622,1980,6,22,10,13.8,17,3.3
"03490",19800623,1980,6,23,11,13.3,19.5,4.8
"03490",19800624,1980,6,24,10,13.4,17.5,4.3
"03490",19800625,1980,6,25,9,12.6,17.5,4.7
"03490",19800626,1980,6,26,7.6,12,16.2,3.4
"03490",19800627,1980,6,27,8.2,11.4,17,7.4
"03490",19800628,1980,6,28,8.2,12.4,15,6.2
"03490",19800629,1980,6,29,9.6,13,17,1.7
"03490",19800630,1980,6,30,11.9,17,20.6,2
"03490",19800701,1980,7,1,12,13.6,18.3,12.8
"03490",19800702,1980,7,2,11.5,13.9,16.4,15
"03490",19800703,1980,7,3,12,14.9,17.8,0.2
"03490",19800704,1980,7,4,10.8,14.6,19.8,4.5
"03490",19800705,1980,7,5,12.7,16.4,21.2,0
"03490",19800706,1980,7,6,9.7,17.5,21.5,1
"03490",19800707,1980,7,7,15.2,16.8,19.8,4
"03490",19800708,1980,7,8,13,15.5,19.2,2
"03490",19800709,1980,7,9,13.8,15.3,19.4,4.7
"03490",19800710,1980,7,10,13.2,14.2,16.9,53.4
"03490",19800711,1980,7,11,12.9,13.3,14.4,1.5
"03490",19800712,1980,7,12,10.6,13.9,17.9,4.3
"03490",19800713,1980,7,13,10.4,13,14.9,3
"03490",19800714,1980,7,14,11.3,15.9,19.6,4.3
"03490",19800715,1980,7,15,13.2,14.4,16.1,6.1
"03490",19800716,1980,7,16,11.2,12.1,15.6,0
"03490",19800717,1980,7,17,6.3,15.5,18.4,0.3
"03490",19800718,1980,7,18,12.8,15.2,19,2
"03490",19800719,1980,7,19,14.1,16.6,18.5,13.5
"03490",19800720,1980,7,20,14,15.8,19.5,10.6
"03490",19800721,1980,7,21,10.7,11.8,14.2,3.9
"03490",19800722,1980,7,22,7.8,14.6,20.1,0
"03490",19800723,1980,7,23,6.3,17.9,25.5,0
"03490",19800724,1980,7,24,10.6,20.6,25.5,0
"03490",19800725,1980,7,25,13.9,20.7,28.3,0
"03490",19800726,1980,7,26,13.2,22.8,29.5,0
"03490",19800727,1980,7,27,16.3,18.3,23.5,0
"03490",19800728,1980,7,28,15.4,20.8,26.8,0
"03490",19800729,1980,7,29,14.3,19.9,27.8,0.7
"03490",19800730,1980,7,30,16.6,18.2,20.7,0.2
"03490",19800731,1980,7,31,13.2,17.8,24.6,0
"03490",19800801,1980,8,1,11.1,16.2,26.7,0
"03490",19800802,1980,8,2,12.7,21.5,32.5,0
"03490",19800803,1980,8,3,16.3,22.9,30.9,10.6
"03490",19800804,1980,8,4,17.3,20.5,26.4,0
"03490",19800805,1980,8,5,16.6,20,24.3,0
"03490",19800806,1980,8,6,11.6,16.1,21.8,0
"03490",19800807,1980,8,7,9.5,19.4,26.3,0
"03490",19800808,1980,8,8,15,19.2,24.5,4.7
"03490",19800809,1980,8,9,14.6,18,22,0
"03490",19800810,1980,8,10,13.8,17.3,22.2,0
"03490",19800811,1980,8,11,11,20.5,26.5,7.8
"03490",19800812,1980,8,12,13.5,14.9,20.8,7.4
"03490",19800813,1980,8,13,12.3,17,21.3,0
"03490",19800814,1980,8,14,15.5,18.5,22.6,0
"03490",19800815,1980,8,15,10.3,20.6,28,11.8
"03490",19800816,1980,8,16,17.5,18.4,20.3,0
"03490",19800817,1980,8,17,17.7,19.8,22.8,0
"03490",19800818,1980,8,18,16.6,20.6,25.8,0
"03490",19800819,1980,8,19,17.4,17.9,20.8,1.2
"03490",19800820,1980,8,20,14.2,20.5,24.8,0
"03490",19800821,1980,8,21,13.5,16.2,22,0.6
"03490",19800822,1980,8,22,11.5,14,18.2,0.6
"03490",19800823,1980,8,23,11.5,13.1,16.5,1
"03490",19800824,1980,8,24,10.5,12.5,16.2,0
"03490",19800825,1980,8,25,6.7,11.2,18.8,0
"03490",19800826,1980,8,26,5.2,15.5,23.8,0
"03490",19800827,1980,8,27,12.7,17.6,22.8,0
"03490",19800828,1980,8,28,13.7,18.8,26.7,0
"03490",19800829,1980,8,29,12.8,19.4,25.3,1.9
"03490",19800830,1980,8,30,14.2,16.2,20,16.5
"03490",19800831,1980,8,31,13,14,16.7,6.1
"03490",19800901,1980,9,1,11,13,17.8,0
"03490",19800902,1980,9,2,6.7,11.3,20.7,0
"03490",19800903,1980,9,3,4.2,14.2,25.3,0
"03490",19800904,1980,9,4,10,17.9,26,0
"03490",19800905,1980,9,5,12.8,15.6,21.8,2.3
"03490",19800906,1980,9,6,12.6,15,20.8,0
"03490",19800907,1980,9,7,7.3,14.7,23.8,0
"03490",19800908,1980,9,8,9.3,18.8,27.1,8.8
"03490",19800909,1980,9,9,12.8,15.2,19.2,5.4
"03490",19800910,1980,9,10,10.6,15.4,18.2,0
"03490",19800911,1980,9,11,13.8,15.5,17.8,0
"03490",19800912,1980,9,12,13.5,16.8,20.8,1.4
"03490",19800913,1980,9,13,12.7,15,18.6,0
"03490",19800914,1980,9,14,13.5,15,17.4,0
"03490",19800915,1980,9,15,12.6,14.9,20,0
"03490",19800916,1980,9,16,7.7,14,23.1,2
"03490",19800917,1980,9,17,9.3,15.2,21,0
"03490",19800918,1980,9,18,10.8,15.3,21.8,0
"03490",19800919,1980,9,19,9.6,16.4,27.3,0
"03490",19800920,1980,9,20,11.7,20.4,27.7,0
"03490",19800921,1980,9,21,12.7,18.8,25.6,0.5
"03490",19800922,1980,9,22,14.2,16.2,22,0.5
"03490",19800923,1980,9,23,11.2,15.2,22.5,0
"03490",19800924,1980,9,24,9,16,22.9,5.3
"03490",19800925,1980,9,25,13.4,15.2,17.7,0
"03490",19800926,1980,9,26,8,11.6,17.5,0
"03490",19800927,1980,9,27,6.8,12.2,18.5,0
"03490",19800928,1980,9,28,9.6,13.5,20.6,0
"03490",19800929,1980,9,29,6.9,14,22.5,0
"03490",19800930,1980,9,30,10,13.7,18.8,0
"03490",19801001,1980,10,1,7.3,11.5,18.7,1
"03490",19801002,1980,10,2,9.8,12.1,15.2,0
"03490",19801003,1980,10,3,5.8,8.8,16.6,0
"03490",19801004,1980,10,4,1.8,11.8,17.3,1
"03490",19801005,1980,10,5,5.6,8.4,15.1,0
"03490",19801006,1980,10,6,5.3,14,15.4,1.3
"03490",19801007,1980,10,7,10,12.2,15,14.8
"03490",19801008,1980,10,8,9,9.5,12.2,2.5
"03490",19801009,1980,10,9,6.7,8.1,12.2,1.5
"03490",19801010,1980,10,10,2.5,7.2,12.4,2.2
"03490",19801011,1980,10,11,4.2,6.6,7.8,1
"03490",19801012,1980,10,12,5,7.7,11.7,0
"03490",19801013,1980,10,13,4.8,6.3,11.2,0
"03490",19801014,1980,10,14,2.8,6.2,12.2,0
"03490",19801015,1980,10,15,2.5,7.4,12.6,0.5
"03490",19801016,1980,10,16,3.2,11.2,16.3,0
"03490",19801017,1980,10,17,7.5,9.2,12.8,1.8
"03490",19801018,1980,10,18,7,9,12.8,2
"03490",19801019,1980,10,19,3,7.9,11.3,1.7
"03490",19801020,1980,10,20,3.2,7.2,10.8,0
"03490",19801021,1980,10,21,3.5,6.8,14.8,0
"03490",19801022,1980,10,22,1.6,11.2,18.2,1
"03490",19801023,1980,10,23,11.1,12.6,16.2,1.7
"03490",19801024,1980,10,24,9,10.8,14.7,3.9
"03490",19801025,1980,10,25,7,8.5,10.4,1.3
"03490",19801026,1980,10,26,5.8,9.9,12.1,0
"03490",19801027,1980,10,27,7.3,13.7,15.6,0
"03490",19801028,1980,10,28,10,17.1,20.4,1.6
"03490",19801029,1980,10,29,10.1,11.6,17.8,0.6
"03490",19801030,1980,10,30,3.8,6.2,11.2,0
"03490",19801031,1980,10,31,0.6,3.3,9.6,0
"03490",19801101,1980,11,1,-1.3,1.4,6.8,0
"03490",19801102,1980,11,2,-6,-2.7,2.5,0
"03490",19801103,1980,11,3,-8.3,-2.6,0,0
"03490",19801104,1980,11,4,-1.8,-1.4,0,0
"03490",19801105,1980,11,5,-2.4,-0.4,1,0
"03490",19801106,1980,11,6,0,0.3,1.2,6.5
"03490",19801107,1980,11,7,-2.3,-0.5,2.7,0.4
"03490",19801108,1980,11,8,-5.4,0.4,2.5,0
"03490",19801109,1980,11,9,-0.5,1.4,3.7,0
"03490",19801110,1980,11,10,0,1.5,4.2,0
"03490",19801111,1980,11,11,1.2,3.8,5.2,0
"03490",19801112,1980,11,12,2.3,4.3,7.7,1.6
"03490",19801113,1980,11,13,1.6,5.4,8.2,0
"03490",19801114,1980,11,14,4.5,6.4,8.5,13
"03490",19801115,1980,11,15,4.8,10.2,13.8,1.3
"03490",19801116,1980,11,16,11.5,13,14,3.2
"03490",19801117,1980,11,17,10.8,14,14.6,1.5
"03490",19801118,1980,11,18,8,9.6,14.1,0
"03490",19801119,1980,11,19,4.5,8.8,10.8,1
"03490",19801120,1980,11,20,6.2,9.5,14.6,0
"03490",19801121,1980,11,21,6.6,12.9,15.2,0
"03490",19801122,1980,11,22,12,13.5,14.8,0
"03490",19801123,1980,11,23,12.4,13.4,14.8,0
"03490",19801124,1980,11,24,10.6,12.9,16.6,0
"03490",19801125,1980,11,25,6.4,8,11.2,9.6
"03490",19801126,1980,11,26,3.8,5,7.2,2
"03490",19801127,1980,11,27,-1,2.9,6.4,2.8
"03490",19801128,1980,11,28,1.8,2.9,5.4,5.6
"03490",19801129,1980,11,29,0,0.8,2.3,5
"03490",19801130,1980,11,30,-1,-0.5,0.6,0.2
"03490",19801201,1980,12,1,-7.2,-4.7,-0.2,0
"03490",19801202,1980,12,2,-5.6,-2.3,-1.9,3.9
"03490",19801203,1980,12,3,-2,1.4,2.7,2
"03490",19801204,1980,12,4,-0.5,1.2,3.8,3.8
"03490",19801205,1980,12,5,-0.6,3.6,4.8,11.6
"03490",19801206,1980,12,6,-2.5,-0.7,5.2,1.5
"03490",19801207,1980,12,7,-5.8,-4.4,-1.2,0
"03490",19801208,1980,12,8,-7.2,-2.2,0.2,1.8
"03490",19801209,1980,12,9,-6.8,-2.6,0.6,0
"03490",19801210,1980,12,10,-1.8,3,3.8,0
"03490",19801211,1980,12,11,1.7,5.1,6.6,1
"03490",19801212,1980,12,12,3.3,4.6,8,0.2
"03490",19801213,1980,12,13,1.4,6.8,9.1,5.2
"03490",19801214,1980,12,14,7.3,11.4,13.6,4
"03490",19801215,1980,12,15,5.8,7.2,13.7,1.8
"03490",19801216,1980,12,16,0.2,4.2,6.6,0
"03490",19801217,1980,12,17,-3,2.8,5.3,1.2
"03490",19801218,1980,12,18,2.5,3,5.1,11
"03490",19801219,1980,12,19,-2.7,0.7,4,0
"03490",19801220,1980,12,20,-1.2,3.4,5.5,1
"03490",19801221,1980,12,21,3.4,4.6,5.6,1.8
"03490",19801222,1980,12,22,3.2,6,7.7,0.2
"03490",19801223,1980,12,23,3.3,11.4,12.5,0.4
"03490",19801224,1980,12,24,9.7,11.5,12.5,0
"03490",19801225,1980,12,25,7.6,8.8,11.2,0.2
"03490",19801226,1980,12,26,2.8,3.9,7.6,0.3
"03490",19801227,1980,12,27,-0.2,1.1,3.1,2.9
"03490",19801228,1980,12,28,-2.8,-0.8,3,0.3
"03490",19801229,1980,12,29,-3,3.9,5.6,0.6
"03490",19801230,1980,12,30,1.7,6.4,7,0
"03490",19801231,1980,12,31,3.4,5,7.6,3.5
"03490",19810101,1981,1,1,2.4,4.1,5.2,4.2
"03490",19810102,1981,1,2,2.1,6.9,9,5.2
"03490",19810103,1981,1,3,5.8,7.9,11.8,4.5
"03490",19810104,1981,1,4,0.3,2.8,7.8,4.4
"03490",19810105,1981,1,5,1.1,2.7,3.8,9.6
"03490",19810106,1981,1,6,1,1.2,2.6,5.1
"03490",19810107,1981,1,7,-1.5,-0.1,1.2,0.4
"03490",19810108,1981,1,8,-3.8,-0.1,1.1,0.3
"03490",19810109,1981,1,9,1.1,3,4.5,3.2
"03490",19810110,1981,1,10,1,1.4,3.7,4.4
"03490",19810111,1981,1,11,-1.7,-0.2,2.5,0
"03490",19810112,1981,1,12,-5.2,-0.5,2.1,1.2
"03490",19810113,1981,1,13,-0.6,0.2,2.2,2
"03490",19810114,1981,1,14,-3.5,2.4,4.2,11.2
"03490",19810115,1981,1,15,2.1,2.7,5.5,5.3
"03490",19810116,1981,1,16,-0.6,0.9,2.5,4.3
"03490",19810117,1981,1,17,0.8,3.5,5.4,1.3
"03490",19810118,1981,1,18,0.6,2,3.3,0.5
"03490",19810119,1981,1,19,0.9,5.1,6.2,6.5
"03490",19810120,1981,1,20,0.6,1.1,4.6,0.3
"03490",19810121,1981,1,21,-2.4,-1.2,1.5,0
"03490",19810122,1981,1,22,-3.3,0.2,2,0
"03490",19810123,1981,1,23,-2.8,-0.4,4.7,0
"03490",19810124,1981,1,24,-7.8,-1.4,1.5,0.2
"03490",19810125,1981,1,25,0,3.4,5.6,1.7
"03490",19810126,1981,1,26,-0.8,1.6,5.3,0
"03490",19810127,1981,1,27,-1.8,3.1,4.3,0
"03490",19810128,1981,1,28,-1.6,1.2,5.3,0
"03490",19810129,1981,1,29,-3.5,-1.1,3.8,0
"03490",19810130,1981,1,30,-5.6,-1,4.6,0
"03490",19810131,1981,1,31,-5,-0.5,7,0
"03490",19810201,1981,2,1,-6.2,-2.4,2.4,0
"03490",19810202,1981,2,2,-5.8,0.6,5.7,0
"03490",19810203,1981,2,3,1.8,5.6,6.4,2.3
"03490",19810204,1981,2,4,2.5,3,5.5,3.7
"03490",19810205,1981,2,5,0.2,1.6,2.7,0.9
"03490",19810206,1981,2,6,1.6,6,7.5,2.1
"03490",19810207,1981,2,7,6.8,9,10.8,0
"03490",19810208,1981,2,8,7.9,8.7,9.7,0
"03490",19810209,1981,2,9,6.5,7,8.3,0
"03490",19810210,1981,2,10,2,2.9,6.6,2.2
"03490",19810211,1981,2,11,0.3,0.4,2.8,2.6
"03490",19810212,1981,2,12,-4.8,-2.1,2.6,0
"03490",19810213,1981,2,13,-6.5,-4.2,1.2,0
"03490",19810214,1981,2,14,-7.8,-2.4,2.8,0
"03490",19810215,1981,2,15,-6.1,-3.4,0.6,0
"03490",19810216,1981,2,16,-8.6,-2,3.5,0
"03490",19810217,1981,2,17,-2.3,0.5,2.2,0
"03490",19810218,1981,2,18,-1.8,0.2,2,1.8
"03490",19810219,1981,2,19,-2.3,-0.3,1.5,2.1
"03490",19810220,1981,2,20,-3.1,-1.8,-0.3,4.5
"03490",19810221,1981,2,21,-3.8,-2.4,-0.8,0
"03490",19810222,1981,2,22,-8.1,-5,-1.2,0
"03490",19810223,1981,2,23,-10.5,-4.5,-0.9,0
"03490",19810224,1981,2,24,-8.5,-2.2,0.8,0
"03490",19810225,1981,2,25,-3.8,-0.1,1,0
"03490",19810226,1981,2,26,-3.7,0.6,5.6,0
"03490",19810227,1981,2,27,-2.6,1.8,7.5,0
"03490",19810228,1981,2,28,-1.2,0.9,2.4,2
"03490",19810301,1981,3,1,0.7,4.8,7.5,1.5
"03490",19810302,1981,3,2,4.3,6.6,9.8,3.1
"03490",19810303,1981,3,3,4.5,6.3,8.1,1.7
"03490",19810304,1981,3,4,0.4,1.6,6.3,0.1
"03490",19810305,1981,3,5,0,1.4,3.8,0
"03490",19810306,1981,3,6,-0.5,5.8,8.5,0.2
"03490",19810307,1981,3,7,7,11,12.3,0.6
"03490",19810308,1981,3,8,10.8,13,14.8,0.8
"03490",19810309,1981,3,9,10.5,12.8,15.3,5.9
"03490",19810310,1981,3,10,9.7,13.4,15.1,2.4
"03490",19810311,1981,3,11,13.2,15.1,19.8,0.5
"03490",19810312,1981,3,12,9.7,10.6,13.3,1
"03490",19810313,1981,3,13,6.8,8.5,12.9,0.5
"03490",19810314,1981,3,14,4.2,6.2,10,1.9
"03490",19810315,1981,3,15,1,7.4,13.1,4.9
"03490",19810316,1981,3,16,1.6,3.1,7.4,6.9
"03490",19810317,1981,3,17,-2.1,-0.4,3.2,12
"03490",19810318,1981,3,18,-2.6,0.9,3.8,1.4
"03490",19810319,1981,3,19,1,3.8,5.8,0
"03490",19810320,1981,3,20,3,6.8,12.7,0
"03490",19810321,1981,3,21,4.3,11.3,16.4,0
"03490",19810322,1981,3,22,7.7,9.7,13.3,1.6
"03490",19810323,1981,3,23,0,11,14.1,3.5
"03490",19810324,1981,3,24,11.5,13.5,15.1,0.1
"03490",19810325,1981,3,25,12.8,18.5,21.7,4
"03490",19810326,1981,3,26,8.8,11.6,18.9,3.7
"03490",19810327,1981,3,27,3.7,7.9,17.1,0
"03490",19810328,1981,3,28,5,11.6,17.6,0
"03490",19810329,1981,3,29,7.2,10.6,18.8,0
"03490",19810330,1981,3,30,6.9,11.2,16.1,1.2
"03490",19810331,1981,3,31,7.1,10.4,14.2,0
"03490",19810401,1981,4,1,8.5,10.4,12.2,0
"03490",19810402,1981,4,2,8.3,9.3,10,0.3
"03490",19810403,1981,4,3,9.1,10,11.7,0
"03490",19810404,1981,4,4,6.3,7.2,10.2,0.8
"03490",19810405,1981,4,5,3.4,5.5,7.3,0
"03490",19810406,1981,4,6,5.3,8,12.6,0
"03490",19810407,1981,4,7,3.6,14.6,21.3,5.5
"03490",19810408,1981,4,8,10.9,13.9,18.1,3.4
"03490",19810409,1981,4,9,6.5,13.2,20.2,0
"03490",19810410,1981,4,10,4.1,14,22,0
"03490",19810411,1981,4,11,6,17.2,22.7,0
"03490",19810412,1981,4,12,11.8,16.2,21.4,14.2
"03490",19810413,1981,4,13,12.5,15,19.1,0
"03490",19810414,1981,4,14,9.8,14.7,23.6,0
"03490",19810415,1981,4,15,2.9,13.9,22.3,0
"03490",19810416,1981,4,16,6.6,11.7,17.7,0
"03490",19810417,1981,4,17,0.9,6.5,11.4,0
"03490",19810418,1981,4,18,-2.4,7.1,11.1,1.5
